"name","type","n","missing","unique","mean","median","mode","mode_value","sd","v","min","max","range","skew","skew_2se","kurt","kurt_2se","category","description"
"k_pedsql_lichamelijk_3_recoded","integer",2423,0.252621838371376,6,77.2183243912505,75,75,NA,27.3367197266933,NA,0,100,100,-1.01504969305803,-10.2053289419259,0.185718354379938,0.933992054267926,NA,NA
"k_pedsql_lichamelijk_4_recoded","integer",2423,0.252621838371376,6,81.3867106892282,100,100,NA,25.2407127582946,NA,0,100,100,-1.30873585004744,-13.1580551564794,1.05327983745253,5.29702625454419,NA,NA
"k_pedsql_lichamelijk_5_recoded","integer",2423,0.252621838371376,6,96.079240610813,100,100,NA,14.7788931808509,NA,0,100,100,-4.54773098064782,-45.7229738743882,22.3034724170771,112.165898140136,NA,NA
"k_pedsql_lichamelijk_6_recoded","integer",2423,0.252621838371376,6,89.8163433759802,100,100,NA,19.7981481255183,NA,0,100,100,-2.12317463573576,-21.3464382158069,4.37352143064088,21.9947795629958,NA,NA
"k_pedsql_lichamelijk_7_recoded","integer",2423,0.252621838371376,6,70.8419314898886,75,75,NA,29.1638389867121,NA,0,100,100,-0.678865480779402,-6.82532647027397,-0.518961925319219,-2.60989990103044,NA,NA
"k_pedsql_lichamelijk_8_recoded","integer",2423,0.252621838371376,6,64.4449030127941,75,75,NA,30.3905788195569,NA,0,100,100,-0.418445584062393,-4.20705986993375,-0.801201624003429,-4.02930530579049,NA,NA
"k_pedsql_school_1_recoded","integer",2423,0.252621838371376,6,69.9133305819232,75,75,NA,27.3025665486102,NA,0,100,100,-0.573923995540588,-5.77024277945498,-0.440723731149737,-2.21643393511371,NA,NA
"k_pedsql_school_2_recoded","integer",2423,0.252621838371376,6,66.1473380107305,75,75,NA,26.6786578487742,NA,0,100,100,-0.39270262486149,-3.94823966794707,-0.561378296892051,-2.82321513393873,NA,NA
"k_pedsql_school_3_recoded","integer",2423,0.252621838371376,6,73.6999587288485,75,75,NA,27.8210548710032,NA,0,100,100,-0.815661526320891,-8.20067651693002,-0.209237197397497,-1.05227014572159,NA,NA
"k_pedsql_school_4_recoded","integer",2423,0.252621838371376,6,81.2732150226991,100,100,NA,23.0081586403474,NA,0,100,100,-1.14496458631211,-11.5114957524578,0.804893441372272,4.04787174258571,NA,NA
"k_pedsql_school_5_recoded","integer",2423,0.252621838371376,6,70.9038382170863,75,75,NA,21.6592921333126,NA,0,100,100,-0.390148616411039,-3.92256161835447,0.022105321728084,0.111169382907783,NA,NA
"k_pedsql_sociaal_1_recoded","integer",2423,0.252621838371376,6,85.8439950474618,100,100,NA,21.0009538351264,NA,0,100,100,-1.53084798140252,-15.3911747544391,2.03646450139174,10.2415384276313,NA,NA
"k_pedsql_sociaal_2_recoded","integer",2423,0.252621838371376,6,87.4535699546017,100,100,NA,20.8444608208416,NA,0,100,100,-1.91445006453992,-19.2479174026055,3.71771471772063,18.6966765777087,NA,NA
"k_pedsql_sociaal_3_recoded","integer",2423,0.252621838371376,6,93.1283532810565,100,100,NA,16.1196122824366,NA,0,100,100,-2.70868384632019,-27.2331589679109,7.88182354104529,39.6383038448537,NA,NA
"k_pedsql_sociaal_4_recoded","integer",2423,0.252621838371376,6,75.9801898472967,75,75,NA,27.3619728729767,NA,0,100,100,-0.870842657509437,-8.75546866062311,-0.183612506838634,-0.923401583134126,NA,NA
"k_pedsql_sociaal_5_recoded","integer",2423,0.252621838371376,6,82.8105654147751,100,100,NA,24.4599813842292,NA,0,100,100,-1.33603855942929,-13.4325571164851,1.03501957144558,5.20519395602824,NA,NA
"o_pedsql_emotioneel_1_recoded","integer",2682,0.172732880937693,6,82.1774794929157,100,100,NA,23.059395922408,NA,0,100,100,-1.09092558336698,-11.5388250928544,0.323812169140347,1.71313299888653,NA,NA
"o_pedsql_emotioneel_2_recoded","integer",2682,0.172732880937693,6,74.8228933631618,75,75,NA,24.174478254172,NA,0,100,100,-0.559887157102078,-5.92198045039624,-0.586364390131803,-3.10216934951381,NA,NA
"o_pedsql_emotioneel_3_recoded","integer",2682,0.172732880937693,6,70.2367636092468,75,75,NA,25.1702495084246,NA,0,100,100,-0.318241022500504,-3.36606598286107,-0.850475470555113,-4.4994528686784,NA,NA
"o_pedsql_emotioneel_4_recoded","integer",2682,0.172732880937693,6,72.2781506338553,75,75,NA,28.7685882022259,NA,0,100,100,-0.777841375280782,-8.2273032333233,-0.307939160883349,-1.62915661742794,NA,NA
"o_pedsql_emotioneel_5_recoded","integer",2682,0.172732880937693,6,79.6420581655481,75,75,NA,23.9256773465966,NA,0,100,100,-0.954115253332408,-10.0917690395053,0.14988147646517,0.792950135061256,NA,NA
"o_pedsql_lichamelijk_1_recoded","integer",2682,0.172732880937693,6,88.3202833706189,100,100,NA,23.5924765995792,NA,0,100,100,-2.14421318930001,-22.6795496689726,3.9156857104771,20.7159923041043,NA,NA
"o_pedsql_lichamelijk_2_recoded","integer",2682,0.172732880937693,6,77.7777777777778,100,100,NA,29.9231612982261,NA,0,100,100,-1.15633893299915,-12.2307083997009,0.230844764314952,1.22128758909219,NA,NA
"o_pedsql_lichamelijk_3_recoded","integer",2682,0.172732880937693,6,76.193139448173,100,100,NA,29.6374459061179,NA,0,100,100,-0.987752696697152,-10.4475555216214,-0.115354039674491,-0.610282227644089,NA,NA
"o_pedsql_lichamelijk_4_recoded","integer",2682,0.172732880937693,6,83.482475764355,100,100,NA,25.9347708168443,NA,0,100,100,-1.59561181498902,-16.8769400314418,1.78453506020131,9.44110873725623,NA,NA
"o_pedsql_lichamelijk_5_recoded","integer",2682,0.172732880937693,6,92.3750932140194,100,100,NA,22.3591839216503,NA,0,100,100,-3.17282989893009,-33.5593277958884,9.21602704079982,48.7575253398884,NA,NA
"o_pedsql_lichamelijk_6_recoded","integer",2682,0.172732880937693,6,86.0924683072334,100,100,NA,24.9579958047816,NA,0,100,100,-1.8493360004425,-19.56060520752,2.66602282365312,14.1046325933639,NA,NA
"o_pedsql_lichamelijk_7_recoded","integer",2682,0.172732880937693,6,74.6737509321402,75,75,NA,28.6318614182719,NA,0,100,100,-0.818911885466314,-8.66170997997096,-0.369605953217198,-1.95540568077556,NA,NA
"o_pedsql_lichamelijk_8_recoded","integer",2682,0.172732880937693,6,59.6942580164057,50,50,NA,30.8810044927816,NA,0,100,100,-0.161260902932452,-1.7056721206504,-1.01039906865601,-5.3455309945705,NA,NA
"o_pedsql_school_1_recoded","integer",2682,0.172732880937693,6,71.5604026845638,75,75,NA,29.0268285448015,NA,0,100,100,-0.672764879519092,-7.11589900516126,-0.546377974917103,-2.89062063720525,NA,NA
"o_pedsql_school_2_recoded","integer",2682,0.172732880937693,6,71.3646532438479,75,75,NA,28.1173233984707,NA,0,100,100,-0.629086943038438,-6.65391325915687,-0.589485613780514,-3.11868222870456,NA,NA
"o_pedsql_school_3_recoded","integer",2682,0.172732880937693,6,73.9000745712155,75,75,NA,29.8292118549921,NA,0,100,100,-0.896438027654274,-9.48171146171246,-0.227483683089726,-1.20350573989808,NA,NA
"o_pedsql_school_4_recoded","integer",2682,0.172732880937693,6,81.3758389261745,100,100,NA,25.9721334781118,NA,0,100,100,-1.23382452521011,-13.0502809804254,0.549304288423966,2.90610234145066,NA,NA
"o_pedsql_school_5_recoded","integer",2682,0.172732880937693,6,80.7699478001491,100,100,NA,22.6781566859477,NA,0,100,100,-0.889858140844498,-9.41211536442921,-0.030408985264577,-0.160879179611135,NA,NA
